Reference,Name,Pronunciation,Image_Reference,Type,Diet,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement,length_in_meter,period_group,period_specific,earliest_period,latest_period,estimated_living_duration,taxonomy_level_0,taxonomy_level_1,taxonomy_level_2,taxonomy_level_3,taxonomy_level_4,taxonomy_level_5,taxonomy_level_6,taxonomy_level_7,taxonomy_level_8,taxonomy_level_9,taxonomy_level_10,taxonomy_level_11,taxonomy_level_12,taxonomy_level_13,taxonomy_level_14,taxonomy_level_15,taxonomy_level_16,named_by_year
https://www.nhm.ac.uk/discover/dino-directory/giraffatitan.html,Giraffatitan,ji-raf-a-tie-tan,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Giraffatitan.jpg,sauropod,herbivorous,Argentina,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria > Camarasauromorpha > Titanosauriformes > Brachiosauridae,Janensch (1914),brancai,,,,23.0,Late Jurassic, 154-142 million years ago,154,142,12,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria , Camarasauromorpha , Titanosauriformes , Brachiosauridae,,,,,,,,1914
https://www.nhm.ac.uk/discover/dino-directory/gobisaurus.html,Gobisaurus,goh-bee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gobisaurus.jpg,armoured dinosaur,herbivorous,Argentina,Dinosauria > Ornithischia > Genasauria > Thyreophora > Ankylosauromorpha > Ankylosauria > Ankylosauridae,"Vickaryous, Russell, Currie and Zhao (2001)",domoculus,,,,5.0,Early Cretaceous, 121-99 million years ago,121,99,22,Dinosauria , Ornithischia , Genasauria , Thyreophora , Ankylosauromorpha , Ankylosauria , Ankylosauridae,,,,,,,,,,,2001
https://www.nhm.ac.uk/discover/dino-directory/gorgosaurus.html,Gorgosaurus,gor-goh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gorgosaurus.jpg,large theropod,carnivorous,Argentina,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Tyrannosauroidea > Tyrannosauridae > Albertosaurinae,Lamb (1914),libratus,,,,8.6,Late Cretaceous, 80-73 million years ago,80,73,7,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Tyrannosauroidea , Tyrannosauridae , Albertosaurinae,,,,,,,1914
https://www.nhm.ac.uk/discover/dino-directory/goyocephale.html,Goyocephale,goy-oh-keff-ah-lee,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Goyocephale.jpg,large theropod,herbivorous,Argentina,Dinosauria > Ornithischia > Genasauria > Cerapoda > Marginocephalia > Pachycephalosauria > Goyocephala,"Perle, MaryaÅska and OsmÃ³lska (1982)",lattimorei,,,,2.0,Late Cretaceous, 81-75 million years ago,81,75,6,Dinosauria , Ornithischia , Genasauria , Cerapoda , Marginocephalia , Pachycephalosauria , Goyocephala,,,,,,,,,,,1982
https://www.nhm.ac.uk/discover/dino-directory/graciliceratops.html,Graciliceratops,gras-i-li-serra-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Graciliceratops.jpg,ceratopsian,herbivorous,Argentina,Dinosauria > Ornithischia > Genasauria > Cerapoda > Marginocephalia > Ceratopsia > Neoceratopsia,Sereno (2000),mongoliensis,,,,,Late Cretaceous, 99-84 million years ago,99,84,15,Dinosauria , Ornithischia , Genasauria , Cerapoda , Marginocephalia , Ceratopsia , Neoceratopsia,,,,,,,,,,,2000
https://www.nhm.ac.uk/discover/dino-directory/gryposaurus.html,Gryposaurus,grip-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gryposaurus.jpg,euornithopod,herbivorous,Argentina,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea > Hadrosauridae > Euhadrosauria > Hadrosaurinae,Lambe (1914),notabilis,,,,10.0,Late Cretaceous, 86-71 million years ago,86,71,15,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea , Hadrosauridae , Euhadrosauria , Hadrosaurinae,,,,1914
https://www.nhm.ac.uk/discover/dino-directory/guaibasaurus.html,Guaibasaurus,gwie-bah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Guaibasaurus.jpg,small theropod,herbivorous,Argentina,Dinosauria > Saurischia > Theropoda,"Bonaparte, Ferigolo and Ribeiro (1999)",candelariensis,,,,1.8,Late Triassic, 221-210 million years ago,221,210,11,Dinosauria , Saurischia , Theropoda,,,,,,,,,,,,,,,1999
https://www.nhm.ac.uk/discover/dino-directory/guanlong.html,Guanlong,gwan-long,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Guanlong.jpg,small theropod,carnivorous,Argentina,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Tyrannosauroidea,"Xu, Clark, Forster, Norell, Erickson, Eberth, Jia and Zhao (2006)",wucaii,,,,3.0,Late Jurassic, 159-154 million years ago,159,154,5,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Tyrannosauroidea,,,,,,,,,2006
https://www.nhm.ac.uk/discover/dino-directory/hadrosaurus.html,Hadrosaurus,HAD-row-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hadro.jpg,euornithopod,herbivorous,Argentina,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea > Hadrosauridae > Euhadrosauria > Hadrosaurinae,Leidy (1858),foulkii,,,,9.0,Late Cretaceous, 78-74 million years ago,78,74,4,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea , Hadrosauridae , Euhadrosauria , Hadrosaurinae,,,,1858
https://www.nhm.ac.uk/discover/dino-directory/hagryphus.html,Hagryphus,ha-grif-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Hagryphus.jpg,small theropod,omnivorous,USA,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Maniraptora > Oviraptorosauria,Zanno and Sampson (2005),giganteus,,,,3.0,Late Cretaceous, 78-74 million years ago,78,74,4,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Maniraptora , Oviraptorosauria,,,,,,,2005
https://www.nhm.ac.uk/discover/dino-directory/haplocanthosaurus.html,Haplocanthosaurus,hap-lo-kan-tho-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Haplocanthosaurus.jpg,sauropod,herbivorous,USA,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria > Camarasauromorpha > Camarasauridae,Hatcher (1903),priscus,,,,21.5,Late Jurassic, 154-142 million years ago,154,142,12,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria , Camarasauromorpha , Camarasauridae,,,,,,,,,1903
https://www.nhm.ac.uk/discover/dino-directory/harpymimus.html,Harpymimus,har-pi-miem-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Harpymimus.jpg,small theropod,omnivorous,USA,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Ornithomimosauria,Barsbold and Perle (1984),okladnikovi,,,,2.0,Early Cretaceous, 121-99 million years ago,121,99,22,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Ornithomimosauria,,,,,,,,1984
https://www.nhm.ac.uk/discover/dino-directory/herrerasaurus.html,Herrerasaurus,herr-ray-rah-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/herrera.jpg,small theropod,carnivorous,USA,Dinosauria > Saurischia > Theropoda > Herrerasauridae,Reig (1963),ischigualastensis,,,,3.0,Late Triassic, 228 million years ago,228,0,228,Dinosauria , Saurischia , Theropoda , Herrerasauridae,,,,,,,,,,,,,,1963
https://www.nhm.ac.uk/discover/dino-directory/hesperosaurus.html,Hesperosaurus,hes-per-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Hesperosaurus.jpg,armoured dinosaur,herbivorous,USA,Dinosauria > Ornithischia > Genasauria > Thyreophora > Stegosauria > Stegosauridae > Stegosaurinae,"Carpenter, Miles and Cloward (2001)",mjosi,,,,6.0,Late Jurassic, 154-142 million years ago,154,142,12,Dinosauria , Ornithischia , Genasauria , Thyreophora , Stegosauria , Stegosauridae , Stegosaurinae,,,,,,,,,,,2001
https://www.nhm.ac.uk/discover/dino-directory/heterodontosaurus.html,Heterodontosaurus,HET-er-oh-DONâT-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hetero.jpg,euornithopod,herbivorous,USA,Dinosauria > Ornithischia > Genasauria > Cerapoda > Heterodontosauridae,Crompton and Charig (1962),tucki,,,,1.2,Early Jurassic, 205 million years ago,205,0,205,Dinosauria , Ornithischia , Genasauria , Cerapoda , Heterodontosauridae,,,,,,,,,,,,,1962
https://www.nhm.ac.uk/discover/dino-directory/heyuannia.html,Heyuannia,Hey-YOU-ARN-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Ingenia.jpg,small theropod,omnivorous,USA,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Maniraptora > Oviraptorosauria > Caenagnathoidea > Oviraptoridae > Ingeniinae,Barsbold (1981),yanshini,,,,2.0,Late Cretaceous, 72-68 million years ago,72,68,4,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Maniraptora , Oviraptorosauria , Caenagnathoidea , Oviraptoridae , Ingeniinae,,,,1981
https://www.nhm.ac.uk/discover/dino-directory/homalocephale.html,Homalocephale,Home-ah-loh-keff-ah-lee,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Homalocephale.jpg,euornithopod,herbivorous,USA,Dinosauria > Ornithischia > Genasauria > Cerapoda > Marginocephalia > Pachycephalosauria > Goyocephala > Homalocephaloidea,MaryaÅska and OsmÃ³lska (1974),calathocercos,,,,1.5,Late Cretaceous, 72-68 million years ago,72,68,4,Dinosauria , Ornithischia , Genasauria , Cerapoda , Marginocephalia , Pachycephalosauria , Goyocephala , Homalocephaloidea,,,,,,,,,,1974
https://www.nhm.ac.uk/discover/dino-directory/huayangosaurus.html,Huayangosaurus,hoy-YANG-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/huayango.jpg,armoured dinosaur,herbivorous,USA,Dinosauria > Ornithischia > Genasauria > Thyreophora > Stegosauria > Huayangosauridae,"Dong, Tang and Zhou (1982)",taibaii,,,,4.5,Mid Jurassic, 170-160 million years ago,170,160,10,Dinosauria , Ornithischia , Genasauria , Thyreophora , Stegosauria , Huayangosauridae,,,,,,,,,,,,1982
https://www.nhm.ac.uk/discover/dino-directory/hylaeosaurus.html,Hylaeosaurus,HIGH-lee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hylaeo.jpg,armoured dinosaur,herbivorous,USA,Dinosauria > Ornithischia > Genasauria > Thyreophora > Ankylosauromorpha > Ankylosauria,Mantell (1833),armatus,,,,5.0,Early Cretaceous, 150-135 million years ago,150,135,15,Dinosauria , Ornithischia , Genasauria , Thyreophora , Ankylosauromorpha , Ankylosauria,,,,,,,,,,,,1833
https://www.nhm.ac.uk/discover/dino-directory/hypacrosaurus.html,Hypacrosaurus,hi-pak-roh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Hypacrosaurus.jpg,euornithopod,herbivorous,USA,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea > Hadrosauridae > Euhadrosauria > Lambeosaurinae,Brown (1913),altispinus,,,,9.0,Late Cretaceous, 70 million years ago,70,0,70,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea , Hadrosauridae , Euhadrosauria , Lambeosaurinae,,,,1913
https://www.nhm.ac.uk/discover/dino-directory/hypsilophodon.html,Hypsilophodon,hip-sih-LOH-foh-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hypsil.jpg,euornithopod,herbivorous,"England,Spain,United Kingdom",Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Hypsilophodontidae,Huxley (1869),foxii,"horny beak, broad, chisel-like teeth",plant material,on 2 legs,2.3,Early Cretaceous, 125 million years ago,125,0,125,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Hypsilophodontidae,,,,,,,,,,,1869
https://www.nhm.ac.uk/discover/dino-directory/iguanodon.html,Iguanodon,ig-WHA-noh-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/iguano.jpg,euornithopod,herbivorous,"Belgium,England,USA",Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea,Boulenger and van Beneden (1881),bernissartensis,chewing cheek teeth and horny beak,plant material,on 2 or 4 legs,10.0,Early Cretaceous, 140-110 million years ago,140,110,30,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea,,,,,,,1881
https://www.nhm.ac.uk/discover/dino-directory/indosuchus.html,Indosuchus,in-doh-sook-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Indosuchus.jpg,large theropod,carnivorous,"Belgium,England,USA",Dinosauria > Saurischia > Theropoda > Neotheropoda > Ceratosauria > Neoceratosauria,Huene and Matley (1933),raptorius,,,,7.0,Late Cretaceous, 71-65 million years ago,71,65,6,Dinosauria , Saurischia , Theropoda , Neotheropoda , Ceratosauria , Neoceratosauria,,,,,,,,,,,,1933
https://www.nhm.ac.uk/discover/dino-directory/irritator.html,Irritator,irr-it-ate-or,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Irritator.jpg,large theropod,carnivorous,"Belgium,England,USA",Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Spinosauroidea > Spinosauridae > Spinosaurinae,"Martill, Cruickshank, Frey, Small and Clarke (1996)",challengeri,,,,6.5,Early Cretaceous, 112-99 million years ago,112,99,13,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Spinosauroidea , Spinosauridae , Spinosaurinae,,,,,,,,,,1996
https://www.nhm.ac.uk/discover/dino-directory/isisaurus.html,Isisaurus,iss-ee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Isisaurus.jpg,sauropod,herbivorous,"Belgium,England,USA",Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria > Camarasauromorpha > Titanosauriformes > Titanosauria > Lithostrotia,Jain and Bandyopadhyay (1997),colberti,,,,,Late Cretaceous, 71-65 million years ago,71,65,6,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria , Camarasauromorpha , Titanosauriformes , Titanosauria , Lithostrotia,,,,,,,1997
https://www.nhm.ac.uk/discover/dino-directory/janenschia.html,Janenschia,yan-ensh-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Janenschia.jpg,sauropod,herbivorous,"Belgium,England,USA",Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria > Camarasauromorpha > Titanosauriformes > Titanosauria,Wild (1991),robusta,,,,20.0,Late Jurassic, 154-151 million years ago,154,151,3,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria , Camarasauromorpha , Titanosauriformes , Titanosauria,,,,,,,,1991
https://www.nhm.ac.uk/discover/dino-directory/jaxartosaurus.html,Jaxartosaurus,jak-sahr-toh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jaxartosaurus.jpg,euornithopod,herbivorous,"Belgium,England,USA",Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea > Hadrosauridae > Euhadrosauria > Lambeosaurinae,Riabinin (1939),aralensis,,,,9.0,Late Cretaceous, 94-84 million years ago,94,84,10,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea , Hadrosauridae , Euhadrosauria , Lambeosaurinae,,,,1939
https://www.nhm.ac.uk/discover/dino-directory/jingshanosaurus.html,Jingshanosaurus,jing-shahn-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jingshanosaurus.jpg,sauropod,herbivorous,"Belgium,England,USA",Dinosauria > Saurischia > Sauropodomorpha > Prosauropoda > Plateosauria,Zhang and Yang (1995),xinwaensis,,,,5.0,Early Jurassic, 205-190 million years ago,205,190,15,Dinosauria , Saurischia , Sauropodomorpha , Prosauropoda , Plateosauria,,,,,,,,,,,,,1995
https://www.nhm.ac.uk/discover/dino-directory/jinzhousaurus.html,Jinzhousaurus,jeen-joh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jinzhousaurus.jpg,euornithopod,herbivorous,"Belgium,England,USA",Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea,Wang and Xu (2001),yangi,,,,,Early Cretaceous, 127-121 million years ago,127,121,6,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea,,,,,,,2001
https://www.nhm.ac.uk/discover/dino-directory/jobaria.html,Jobaria,joh-bahr-ee-uh,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jobaria.jpg,sauropod,herbivorous,"Belgium,England,USA",Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria,"Sereno, Beck, Dutheil, Larsson, Lyon, Moussa, Sadleir, Sidor, Varricchio, Wilson and Wilson (1999)",tiguidensis,,,,21.0,Early Cretaceous, 132-94 million years ago,132,94,38,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria,,,,,,,,,,,1999
https://www.nhm.ac.uk/discover/dino-directory/juravenator.html,Juravenator,ju-rah-ve-nay-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Juravenator.jpg,small theropod,carnivorous,"Belgium,England,USA",Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Compsognathidae,GÃ¶hlich & Chiappe (2006),starki,,,,0.8,Late Jurassic, 154-151 million years ago,154,151,3,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Compsognathidae,,,,,,,,,,2006
https://www.nhm.ac.uk/discover/dino-directory/kentrosaurus.html,Kentrosaurus,ken-TROH-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/kentro.jpg,armoured dinosaur,herbivorous,"Belgium,England,USA",Dinosauria > Ornithischia > Genasauria > Thyreophora > Stegosauria > Stegosauridae > Stegosaurinae,Hennig (1915),aethiopicus,,,,5.0,Late Jurassic, 155-150 million years ago,155,150,5,Dinosauria , Ornithischia , Genasauria , Thyreophora , Stegosauria , Stegosauridae , Stegosaurinae,,,,,,,,,,,1915
